323,9
322,10
307,10
306,11
294,11
293,12
286,12
285,13
280,13
279,14
277,14
276,15
273,15
272,16
271,16
270,17
268,17
267,18
262,18
261,19
260,19
259,20
258,20
256,22
255,22
253,24
252,24
251,25
250,25
245,30
244,30
241,33
240,33
238,35
237,35
235,37
234,37
231,40
230,40
227,43
226,43
222,47
221,47
218,50
217,50
213,54
212,54
207,59
206,59
203,62
202,62
197,67
196,67
191,72
190,72
187,75
186,75
181,80
180,80
177,83
176,83
175,84
174,84
168,90
167,90
163,94
162,94
129,127
129,128
122,135
122,136
120,138
120,139
117,142
117,143
116,144
116,145
113,148
113,149
111,151
111,154
110,155
110,156
109,157
109,158
108,159
108,160
106,162
106,163
105,164
105,165
104,166
104,167
102,169
102,170
101,171
101,172
100,173
100,174
99,175
99,176
98,177
98,178
96,180
96,181
95,182
95,183
94,184
94,185
92,187
92,188
91,189
91,190
90,191
90,192
89,193
89,194
88,195
88,196
87,197
87,198
86,199
86,200
84,202
84,203
83,204
83,205
82,206
82,207
81,208
81,209
80,210
80,211
79,212
79,213
77,215
77,216
76,217
76,218
75,219
75,220
73,222
73,223
72,224
72,225
71,226
71,228
70,229
70,230
69,231
69,232
67,234
67,236
66,237
66,238
65,239
65,240
64,241
64,242
63,243
63,244
62,245
62,246
61,247
61,248
60,249
60,250
59,251
59,252
58,253
58,254
57,255
57,258
56,259
56,260
55,261
55,263
54,264
54,266
53,267
53,268
52,269
52,271
51,272
51,274
50,275
50,282
49,283
49,288
48,289
48,300
47,301
47,317
46,318
46,333
47,334
47,344
48,345
48,367
49,368
49,388
50,389
50,405
51,406
51,423
52,424
52,437
53,438
53,443
54,444
54,474
55,475
55,479
56,480
56,489
57,490
57,497
58,498
58,507
59,508
59,513
60,514
60,523
61,524
61,528
62,529
62,534
63,535
63,542
64,543
64,550
65,551
65,557
66,558
66,565
67,566
67,572
68,573
68,580
69,581
69,588
70,589
70,595
71,596
71,602
72,603
72,608
73,609
73,614
74,615
74,621
75,622
75,628
76,629
76,634
77,635
77,646
78,647
78,649
79,650
79,654
80,655
80,659
81,660
81,665
82,666
82,668
83,669
83,673
84,674
84,675
85,676
85,678
86,679
86,680
87,681
87,682
88,683
88,684
89,685
89,686
90,687
90,688
92,690
92,691
94,693
94,694
96,696
96,697
98,699
98,700
100,702
100,703
103,706
103,707
104,708
104,709
107,712
107,713
109,715
109,716
112,719
112,720
115,723
115,724
117,726
117,727
119,729
119,730
123,734
123,735
125,737
125,738
128,741
128,742
130,744
130,745
133,748
133,749
136,752
136,753
139,756
139,757
142,760
142,761
145,764
145,765
147,767
147,769
154,776
154,777
158,781
158,782
161,785
161,786
163,788
163,789
166,792
166,793
171,798
171,799
175,803
175,804
177,806
177,807
180,810
180,811
183,814
183,815
187,819
187,820
189,822
189,823
192,826
192,827
196,831
196,832
200,836
200,837
203,840
203,841
207,845
207,846
209,848
209,849
212,852
212,853
215,856
215,857
217,859
217,860
220,863
220,864
223,867
223,868
225,870
225,871
228,874
228,875
231,878
231,879
236,884
236,885
237,886
237,887
240,890
240,891
257,908
258,908
264,914
265,914
276,925
277,925
282,930
283,930
287,934
288,934
293,939
294,939
300,945
301,945
310,954
311,954
317,960
318,960
325,967
326,967
329,970
330,970
336,976
337,976
342,981
343,981
346,984
347,984
351,988
352,988
354,990
355,990
357,992
358,992
360,994
361,994
362,995
363,995
364,996
365,996
366,997
367,997
368,998
369,998
370,999
371,999
372,1000
374,1000
375,1001
376,1001
377,1002
379,1002
380,1003
381,1003
382,1004
387,1004
388,1005
393,1005
394,1006
397,1006
398,1007
406,1007
407,1008
411,1008
412,1009
415,1009
416,1010
420,1010
421,1011
425,1011
426,1012
431,1012
432,1013
434,1013
435,1014
436,1014
437,1015
437,1016
445,1016
446,1017
451,1017
452,1018
461,1018
462,1019
464,1019
465,1020
472,1020
473,1021
479,1021
480,1022
487,1022
488,1023
502,1023
503,1024
575,1024
576,1023
621,1023
622,1022
699,1022
700,1023
719,1023
720,1024
745,1024
746,1025
814,1025
815,1024
908,1024
909,1025
959,1025
960,1026
996,1026
997,1025
1091,1025
1092,1026
1131,1026
1132,1027
1161,1027
1162,1028
1188,1028
1189,1029
1318,1029
1319,1028
1371,1028
1372,1027
1380,1027
1381,1026
1386,1026
1387,1025
1393,1025
1394,1024
1401,1024
1402,1023
1408,1023
1409,1022
1419,1022
1420,1021
1439,1021
1440,1020
1453,1020
1454,1019
1467,1019
1468,1018
1477,1018
1478,1017
1480,1017
1481,1016
1492,1016
1493,1015
1501,1015
1502,1014
1512,1014
1513,1013
1521,1013
1522,1012
1529,1012
1530,1011
1535,1011
1536,1010
1540,1010
1541,1009
1544,1009
1545,1008
1547,1008
1548,1007
1550,1007
1551,1006
1552,1006
1553,1005
1554,1005
1555,1004
1556,1004
1557,1003
1558,1003
1559,1002
1560,1002
1561,1001
1562,1001
1563,1000
1564,1000
1565,999
1566,999
1567,998
1568,998
1570,996
1571,996
1572,995
1573,995
1575,993
1576,993
1578,991
1579,991
1581,989
1582,989
1585,986
1586,986
1589,983
1590,983
1592,981
1593,981
1596,978
1597,978
1600,975
1601,975
1604,972
1605,972
1612,965
1613,965
1616,962
1616,961
1621,956
1621,955
1623,953
1623,952
1625,950
1625,949
1627,947
1627,946
1628,945
1628,944
1630,942
1630,941
1631,940
1631,939
1632,938
1632,937
1634,935
1634,934
1635,933
1635,932
1636,931
1636,930
1638,928
1638,927
1639,926
1639,925
1640,924
1640,923
1642,921
1642,920
1643,919
1643,918
1644,917
1644,916
1645,915
1645,914
1647,912
1647,911
1648,910
1648,909
1649,908
1649,907
1650,906
1650,905
1652,903
1652,902
1655,899
1655,898
1656,897
1656,895
1657,894
1657,893
1658,892
1658,891
1659,890
1659,889
1661,887
1661,886
1662,885
1662,884
1663,883
1663,882
1664,881
1664,880
1665,879
1665,878
1666,877
1666,876
1667,875
1667,874
1668,873
1668,872
1669,871
1669,870
1670,869
1670,868
1671,867
1671,866
1672,865
1672,864
1674,862
1674,861
1675,860
1675,859
1676,858
1676,857
1677,856
1677,855
1678,854
1678,853
1679,852
1679,850
1680,849
1680,848
1681,847
1681,845
1682,844
1682,842
1683,841
1683,839
1684,838
1684,834
1685,833
1685,829
1686,828
1686,816
1687,815
1687,792
1688,791
1688,779
1689,778
1689,744
1690,743
1690,713
1691,712
1691,638
1690,637
1690,598
1689,597
1689,527
1688,526
1688,504
1687,503
1687,480
1686,479
1686,465
1685,464
1685,454
1684,453
1684,443
1683,442
1683,434
1682,433
1682,426
1681,425
1681,417
1680,416
1680,403
1679,402
1679,397
1678,396
1678,388
1677,387
1677,379
1676,378
1676,370
1675,369
1675,361
1674,360
1674,352
1673,351
1673,345
1672,344
1672,335
1671,334
1671,326
1670,325
1670,318
1669,317
1669,309
1668,308
1668,302
1667,301
1667,295
1666,294
1666,290
1665,289
1665,279
1664,279
1663,278
1663,277
1662,276
1662,274
1661,273
1661,271
1660,270
1660,269
1659,268
1659,267
1658,266
1658,264
1657,263
1657,262
1656,261
1656,260
1655,259
1655,258
1654,257
1654,254
1652,252
1652,251
1651,250
1651,248
1650,247
1650,246
1649,245
1649,244
1648,243
1648,242
1647,241
1647,239
1646,238
1646,237
1645,236
1645,235
1644,234
1644,232
1643,231
1643,230
1642,229
1642,228
1641,227
1641,225
1640,224
1640,223
1639,222
1639,219
1638,218
1638,217
1637,216
1637,215
1636,214
1636,212
1635,211
1635,210
1634,209
1634,207
1633,206
1633,205
1632,204
1632,202
