Timestamp_ms,AX,AY,AZ,GX,GY,GZ,PITCH,ROLL
1733510155215,-0.769,0.005,0.489,-0.307,0.467,-0.045,57.307,0.18
1733510155234,-0.769,0.005,0.489,-0.307,0.467,-0.045,57.319,0.18
1733510155235,-0.769,0.005,0.489,-0.307,0.467,-0.045,57.319,0.185
1733510155237,-0.767,0.005,0.489,-0.307,0.467,-0.045,57.319,0.185
1733510155237,-0.767,0.004,0.489,-0.307,0.467,-0.045,57.319,0.185
1733510155238,-0.767,0.004,0.488,-0.307,0.467,-0.045,57.319,0.185
1733510155240,-0.767,0.004,0.488,-0.031,0.467,-0.045,57.319,0.185
1733510155240,-0.767,0.004,0.488,-0.031,-0.109,-0.045,57.319,0.185
1733510155240,-0.767,0.004,0.488,-0.031,-0.109,0.047,57.319,0.185
1733510155259,-0.767,0.004,0.488,-0.031,-0.109,0.047,57.33,0.185
1733510155259,-0.767,0.004,0.488,-0.031,-0.109,0.047,57.33,0.199
1733510155263,-0.766,0.004,0.488,-0.031,-0.109,0.047,57.33,0.199
1733510155264,-0.766,0.004,0.488,-0.031,-0.109,0.047,57.33,0.199
1733510155264,-0.766,0.004,0.492,-0.031,-0.109,0.047,57.33,0.199
1733510155267,-0.766,0.004,0.492,0.182,-0.109,0.047,57.33,0.199
1733510155268,-0.766,0.004,0.492,0.182,-0.417,0.047,57.33,0.199
1733510155268,-0.766,0.004,0.492,0.182,-0.417,0.047,57.33,0.199
1733510155284,-0.766,0.004,0.492,0.182,-0.417,0.047,57.327,0.199
1733510155285,-0.766,0.004,0.492,0.182,-0.417,0.047,57.327,0.215
1733510155288,-0.765,0.004,0.492,0.182,-0.417,0.047,57.327,0.215
1733510155289,-0.765,0.004,0.492,0.182,-0.417,0.047,57.327,0.215
1733510155289,-0.765,0.004,0.493,0.182,-0.417,0.047,57.327,0.215
1733510155289,-0.765,0.004,0.493,-0.032,-0.417,0.047,57.327,0.215
1733510155290,-0.765,0.004,0.493,-0.032,0.025,0.047,57.327,0.215
1733510155290,-0.765,0.004,0.493,-0.032,0.025,-0.152,57.327,0.215
1733510155310,-0.765,0.004,0.493,-0.032,0.025,-0.152,57.327,0.215
1733510155311,-0.765,0.004,0.493,-0.032,0.025,-0.152,57.327,0.214
1733510155314,-0.768,0.004,0.493,-0.032,0.025,-0.152,57.327,0.214
1733510155315,-0.768,0.001,0.493,-0.032,0.025,-0.152,57.327,0.214
1733510155315,-0.768,0.001,0.492,-0.032,0.025,-0.152,57.327,0.214
1733510155316,-0.768,0.001,0.492,-0.184,0.025,-0.152,57.327,0.214
1733510155316,-0.768,0.001,0.492,-0.184,0.33,-0.152,57.327,0.214
1733510155316,-0.768,0.001,0.492,-0.184,0.33,-0.075,57.327,0.214
1733510155338,-0.768,0.001,0.492,-0.184,0.33,-0.075,57.345,0.214
1733510155338,-0.768,0.001,0.492,-0.184,0.33,-0.075,57.345,0.202
1733510155340,-0.767,0.001,0.492,-0.184,0.33,-0.075,57.345,0.202
1733510155341,-0.767,0.002,0.492,-0.184,0.33,-0.075,57.345,0.202
1733510155341,-0.767,0.002,0.489,-0.184,0.33,-0.075,57.345,0.202
1733510155341,-0.767,0.002,0.489,-0.032,0.33,-0.075,57.345,0.202
1733510155341,-0.767,0.002,0.489,-0.032,-0.036,-0.075,57.345,0.202
1733510155341,-0.767,0.002,0.489,-0.032,-0.036,0.062,57.345,0.202
1733510155362,-0.767,0.002,0.489,-0.032,-0.036,0.062,57.319,0.202
1733510155363,-0.767,0.002,0.489,-0.032,-0.036,0.062,57.319,0.211
1733510155366,-0.766,0.002,0.489,-0.032,-0.036,0.062,57.319,0.211
1733510155366,-0.766,0.004,0.489,-0.032,-0.036,0.062,57.319,0.211
1733510155367,-0.766,0.004,0.495,-0.032,-0.036,0.062,57.319,0.211
1733510155367,-0.766,0.004,0.495,0.197,-0.036,0.062,57.319,0.211
1733510155367,-0.766,0.004,0.495,0.197,-0.22,0.062,57.319,0.211
1733510155367,-0.766,0.004,0.495,0.197,-0.22,0.138,57.319,0.211
1733510155385,-0.766,0.004,0.495,0.197,-0.22,0.138,57.298,0.211
1733510155385,-0.766,0.004,0.495,0.197,-0.22,0.138,57.298,0.224
1733510155388,-0.77,0.004,0.495,0.197,-0.22,0.138,57.298,0.224
1733510155388,-0.77,0.003,0.495,0.197,-0.22,0.138,57.298,0.224
1733510155390,-0.77,0.003,0.497,0.197,-0.22,0.138,57.298,0.224
1733510155390,-0.77,0.003,0.497,-0.183,-0.22,0.138,57.298,0.224
1733510155390,-0.77,0.003,0.497,-0.183,0.36,0.138,57.298,0.224
1733510155390,-0.77,0.003,0.497,-0.183,0.36,-0.227,57.298,0.224
1733510155410,-0.77,0.003,0.497,-0.183,0.36,-0.227,57.316,0.224
1733510155410,-0.77,0.003,0.497,-0.183,0.36,-0.227,57.316,0.208
1733510155413,-0.768,0.003,0.497,-0.183,0.36,-0.227,57.316,0.208
1733510155413,-0.768,0.003,0.497,-0.183,0.36,-0.227,57.316,0.208
1733510155413,-0.768,0.003,0.492,-0.183,0.36,-0.227,57.316,0.208
1733510155428,-0.768,0.003,0.492,-0.018,0.36,-0.227,57.316,0.208
1733510155428,-0.768,0.003,0.492,-0.018,-0.047,-0.227,57.316,0.208
1733510155429,-0.768,0.003,0.492,-0.018,-0.047,-0.061,57.316,0.208
1733510155434,-0.768,0.003,0.492,-0.018,-0.047,-0.061,57.326,0.208
1733510155435,-0.768,0.003,0.492,-0.018,-0.047,-0.061,57.326,0.208
1733510155439,-0.768,0.003,0.492,-0.018,-0.047,-0.061,57.326,0.208
1733510155441,-0.768,0.003,0.492,-0.018,-0.047,-0.061,57.326,0.208
1733510155441,-0.768,0.003,0.493,-0.018,-0.047,-0.061,57.326,0.208
1733510155441,-0.768,0.003,0.493,0.197,-0.047,-0.061,57.326,0.208
1733510155441,-0.768,0.003,0.493,0.197,-0.342,-0.061,57.326,0.208
1733510155442,-0.768,0.003,0.493,0.197,-0.342,0.245,57.326,0.208
1733510155458,-0.768,0.003,0.493,0.197,-0.342,0.245,57.308,0.208
1733510155459,-0.768,0.003,0.493,0.197,-0.342,0.245,57.308,0.208
1733510155462,-0.768,0.003,0.493,0.197,-0.342,0.245,57.308,0.208
1733510155463,-0.768,0.004,0.493,0.197,-0.342,0.245,57.308,0.208
1733510155463,-0.768,0.004,0.493,0.197,-0.342,0.245,57.308,0.208
1733510155463,-0.768,0.004,0.493,-0.23,-0.342,0.245,57.308,0.208
1733510155463,-0.768,0.004,0.493,-0.23,0.177,0.245,57.308,0.208
1733510155464,-0.768,0.004,0.493,-0.23,0.177,0.062,57.308,0.208
1733510155483,-0.768,0.004,0.493,-0.23,0.177,0.062,57.316,0.208
1733510155484,-0.768,0.004,0.493,-0.23,0.177,0.062,57.316,0.199
1733510155488,-0.767,0.004,0.493,-0.23,0.177,0.062,57.316,0.199
1733510155489,-0.767,0.002,0.493,-0.23,0.177,0.062,57.316,0.199
1733510155489,-0.767,0.002,0.49,-0.23,0.177,0.062,57.316,0.199
1733510155490,-0.767,0.002,0.49,-0.184,0.177,0.062,57.316,0.199
1733510155490,-0.767,0.002,0.49,-0.184,0.345,0.062,57.316,0.199
1733510155490,-0.767,0.002,0.49,-0.184,0.345,0.093,57.316,0.199
1733510155510,-0.767,0.002,0.49,-0.184,0.345,0.093,57.316,0.199
1733510155511,-0.767,0.002,0.49,-0.184,0.345,0.093,57.316,0.191
1733510155512,-0.767,0.002,0.49,-0.184,0.345,0.093,57.316,0.191
1733510155513,-0.767,0.003,0.49,-0.184,0.345,0.093,57.316,0.191
1733510155514,-0.767,0.003,0.49,-0.184,0.345,0.093,57.316,0.191
1733510155515,-0.767,0.003,0.49,0.029,0.345,0.093,57.316,0.191
1733510155515,-0.767,0.003,0.49,0.029,-0.357,0.093,57.316,0.191
1733510155515,-0.767,0.003,0.49,0.029,-0.357,0.077,57.316,0.191
1733510155536,-0.767,0.003,0.49,0.029,-0.357,0.077,57.299,0.191
1733510155536,-0.767,0.003,0.49,0.029,-0.357,0.077,57.299,0.204
1733510155538,-0.765,0.003,0.49,0.029,-0.357,0.077,57.299,0.204
1733510155538,-0.765,0.004,0.49,0.029,-0.357,0.077,57.299,0.204
1733510155539,-0.765,0.004,0.495,0.029,-0.357,0.077,57.299,0.204
1733510155539,-0.765,0.004,0.495,0.06,-0.357,0.077,57.299,0.204
1733510155539,-0.765,0.004,0.495,0.06,-0.07,0.077,57.299,0.204
1733510155539,-0.765,0.004,0.495,0.06,-0.07,-0.044,57.299,0.204
1733510155560,-0.765,0.004,0.495,0.06,-0.07,-0.044,57.308,0.204
1733510155560,-0.765,0.004,0.495,0.06,-0.07,-0.044,57.308,0.198
1733510155564,-0.769,0.004,0.495,0.06,-0.07,-0.044,57.308,0.198
1733510155564,-0.769,0.002,0.495,0.06,-0.07,-0.044,57.308,0.198
1733510155564,-0.769,0.002,0.49,0.06,-0.07,-0.044,57.308,0.198
1733510155564,-0.769,0.002,0.49,-0.231,-0.07,-0.044,57.308,0.198
1733510155564,-0.769,0.002,0.49,-0.231,0.466,-0.044,57.308,0.198
1733510155565,-0.769,0.002,0.49,-0.231,0.466,-0.09,57.308,0.198
1733510155584,-0.769,0.002,0.49,-0.231,0.466,-0.09,57.329,0.198
1733510155585,-0.769,0.002,0.49,-0.231,0.466,-0.09,57.329,0.173
1733510155588,-0.769,0.002,0.49,-0.231,0.466,-0.09,57.329,0.173
1733510155589,-0.769,0.001,0.49,-0.231,0.466,-0.09,57.329,0.173
1733510155589,-0.769,0.001,0.492,-0.231,0.466,-0.09,57.329,0.173
1733510155589,-0.769,0.001,0.492,-0.017,0.466,-0.09,57.329,0.173
1733510155590,-0.769,0.001,0.492,-0.017,0.055,-0.09,57.329,0.173
1733510155590,-0.769,0.001,0.492,-0.017,0.055,0.032,57.329,0.173
1733510155610,-0.769,0.001,0.492,-0.017,0.055,0.032,57.323,0.173
1733510155610,-0.769,0.001,0.492,-0.017,0.055,0.032,57.323,0.181
1733510155618,-0.768,0.001,0.492,-0.017,0.055,0.032,57.323,0.181
1733510155619,-0.768,0.004,0.492,-0.017,0.055,0.032,57.323,0.181
1733510155619,-0.768,0.004,0.494,-0.017,0.055,0.032,57.323,0.181
1733510155619,-0.768,0.004,0.494,0.228,0.055,0.032,57.323,0.181
1733510155620,-0.768,0.004,0.494,0.228,-0.464,0.032,57.323,0.181
1733510155620,-0.768,0.004,0.494,0.228,-0.464,0.108,57.323,0.181
1733510155635,-0.768,0.004,0.494,0.228,-0.464,0.108,57.302,0.181
1733510155636,-0.768,0.004,0.494,0.228,-0.464,0.108,57.302,0.192
1733510155638,-0.768,0.004,0.494,0.228,-0.464,0.108,57.302,0.192
1733510155638,-0.768,0.007,0.494,0.228,-0.464,0.108,57.302,0.192
1733510155639,-0.768,0.007,0.494,0.228,-0.464,0.108,57.302,0.192
1733510155639,-0.768,0.007,0.494,-0.139,-0.464,0.108,57.302,0.192
1733510155639,-0.768,0.007,0.494,-0.139,0.162,0.108,57.302,0.192
1733510155640,-0.768,0.007,0.494,-0.139,0.162,0.016,57.302,0.192
1733510155657,-0.768,0.007,0.494,-0.139,0.162,0.016,57.331,0.192
1733510155658,-0.768,0.007,0.494,-0.139,0.162,0.016,57.331,0.184
1733510155662,-0.769,0.007,0.494,-0.139,0.162,0.016,57.331,0.184
1733510155663,-0.769,-0.001,0.494,-0.139,0.162,0.016,57.331,0.184
1733510155664,-0.769,-0.001,0.487,-0.139,0.162,0.016,57.331,0.184
1733510155664,-0.769,-0.001,0.487,-0.016,0.162,0.016,57.331,0.184
1733510155664,-0.769,-0.001,0.487,-0.016,0.452,0.016,57.331,0.184
1733510155665,-0.769,-0.001,0.487,-0.016,0.452,-0.167,57.331,0.184
1733510155686,-0.769,-0.001,0.487,-0.016,0.452,-0.167,57.363,0.184
1733510155686,-0.769,-0.001,0.487,-0.016,0.452,-0.167,57.363,0.175
1733510155689,-0.77,-0.001,0.487,-0.016,0.452,-0.167,57.363,0.175
1733510155690,-0.77,0.003,0.487,-0.016,0.452,-0.167,57.363,0.175
1733510155691,-0.77,0.003,0.493,-0.016,0.452,-0.167,57.363,0.175
1733510155691,-0.77,0.003,0.493,0.06,0.452,-0.167,57.363,0.175
1733510155691,-0.77,0.003,0.493,0.06,-0.174,-0.167,57.363,0.175
1733510155691,-0.77,0.003,0.493,0.06,-0.174,-0.014,57.363,0.175
1733510155709,-0.77,0.003,0.493,0.06,-0.174,-0.014,57.337,0.175
1733510155709,-0.77,0.003,0.493,0.06,-0.174,-0.014,57.337,0.19
1733510155719,-0.768,0.003,0.493,0.06,-0.174,-0.014,57.337,0.19
1733510155720,-0.768,0.005,0.493,0.06,-0.174,-0.014,57.337,0.19
1733510155721,-0.768,0.005,0.498,0.06,-0.174,-0.014,57.337,0.19
1733510155721,-0.768,0.005,0.498,-0.078,-0.174,-0.014,57.337,0.19
1733510155722,-0.768,0.005,0.498,-0.078,-0.128,-0.014,57.337,0.19
1733510155722,-0.768,0.005,0.498,-0.078,-0.128,-0.06,57.337,0.19
1733510155734,-0.768,0.005,0.498,-0.078,-0.128,-0.06,57.31,0.19
1733510155735,-0.768,0.005,0.498,-0.078,-0.128,-0.06,57.31,0.19
1733510155738,-0.767,0.005,0.498,-0.078,-0.128,-0.06,57.31,0.19
1733510155762,-0.769,0.001,0.496,-0.245,0.223,0.016,57.319,0.178
1733510155763,-0.769,0.001,0.49,-0.245,0.223,0.016,57.319,0.178
1733510155764,-0.769,0.001,0.49,-0.215,0.223,0.016,57.319,0.178
1733510155764,-0.769,0.001,0.49,-0.215,0.345,0.016,57.319,0.178
1733510155765,-0.769,0.001,0.49,-0.215,0.345,-0.289,57.319,0.178
1733510155784,-0.769,0.001,0.49,-0.215,0.345,-0.289,57.332,0.178
1733510155785,-0.769,0.001,0.49,-0.215,0.345,-0.289,57.332,0.153
1733510155788,-0.769,0.001,0.49,-0.215,0.345,-0.289,57.332,0.153
1733510155788,-0.769,0.002,0.49,-0.215,0.345,-0.289,57.332,0.153
1733510155789,-0.769,0.002,0.492,-0.215,0.345,-0.289,57.332,0.153
1733510155789,-0.769,0.002,0.492,0.319,0.345,-0.289,57.332,0.153
1733510155789,-0.769,0.002,0.492,0.319,-0.326,-0.289,57.332,0.153
1733510155790,-0.769,0.002,0.492,0.319,-0.326,0.062,57.332,0.153
1733510155808,-0.769,0.002,0.492,0.319,-0.326,0.062,57.313,0.153
1733510155808,-0.769,0.002,0.492,0.319,-0.326,0.062,57.313,0.173
1733510155812,-0.767,0.002,0.492,0.319,-0.326,0.062,57.313,0.173
1733510155813,-0.767,0.005,0.492,0.319,-0.326,0.062,57.313,0.173
1733510155814,-0.767,0.005,0.496,0.319,-0.326,0.062,57.313,0.173
1733510155815,-0.767,0.005,0.496,0.167,-0.326,0.062,57.313,0.173
1733510155815,-0.767,0.005,0.496,0.167,-0.601,0.062,57.313,0.173
1733510155816,-0.767,0.005,0.496,0.167,-0.601,0.169,57.313,0.173
1733510155834,-0.767,0.005,0.496,0.167,-0.601,0.169,57.301,0.173
1733510155835,-0.767,0.005,0.496,0.167,-0.601,0.169,57.301,0.186
1733510155837,-0.768,0.005,0.496,0.167,-0.601,0.169,57.301,0.186
1733510155838,-0.768,0.001,0.496,0.167,-0.601,0.169,57.301,0.186
1733510155838,-0.768,0.001,0.494,0.167,-0.601,0.169,57.301,0.186
1733510155842,-0.768,0.001,0.494,-0.368,-0.601,0.169,57.301,0.186
1733510155842,-0.768,0.001,0.494,-0.368,0.681,0.169,57.301,0.186
1733510155842,-0.768,0.001,0.494,-0.368,0.681,-0.029,57.301,0.186
1733510155863,-0.768,0.001,0.494,-0.368,0.681,-0.029,57.343,0.186
1733510155864,-0.768,0.001,0.494,-0.368,0.681,-0.029,57.343,0.163
1733510155864,-0.77,0.001,0.494,-0.368,0.681,-0.029,57.343,0.163
1733510155865,-0.77,0.001,0.494,-0.368,0.681,-0.029,57.343,0.163
1733510155865,-0.77,0.001,0.485,-0.368,0.681,-0.029,57.343,0.163
1733510155866,-0.77,0.001,0.485,-0.23,0.681,-0.029,57.343,0.163
1733510155866,-0.77,0.001,0.485,-0.23,0.483,-0.029,57.343,0.163
1733510155866,-0.77,0.001,0.485,-0.23,0.483,-0.014,57.343,0.163
1733510155884,-0.77,0.001,0.485,-0.23,0.483,-0.014,57.362,0.163
1733510155885,-0.77,0.001,0.485,-0.23,0.483,-0.014,57.362,0.158
1733510155887,-0.77,0.001,0.485,-0.23,0.483,-0.014,57.362,0.158
1733510155888,-0.77,0.003,0.485,-0.23,0.483,-0.014,57.362,0.158
1733510155888,-0.77,0.003,0.496,-0.23,0.483,-0.014,57.362,0.158
1733510155888,-0.77,0.003,0.496,0.653,0.483,-0.014,57.362,0.158
1733510155888,-0.77,0.003,0.496,0.653,-0.917,-0.014,57.362,0.158
1733510155889,-0.77,0.003,0.496,0.653,-0.917,0.245,57.362,0.158
1733510155910,-0.77,0.003,0.496,0.653,-0.917,0.245,57.296,0.158
1733510155912,-0.77,0.003,0.496,0.653,-0.917,0.245,57.296,0.182
1733510155919,-0.765,0.003,0.496,0.653,-0.917,0.245,57.296,0.182
1733510155919,-0.765,0.005,0.496,0.653,-0.917,0.245,57.296,0.182
1733510155921,-0.765,0.005,0.499,0.653,-0.917,0.245,57.296,0.182
1733510155921,-0.765,0.005,0.499,0.091,-0.917,0.245,57.296,0.182
1733510155921,-0.765,0.005,0.499,0.091,-0.149,0.245,57.296,0.182
1733510155922,-0.765,0.005,0.499,0.091,-0.149,0.003,57.296,0.182
1733510155940,-0.765,0.005,0.499,0.091,-0.149,0.003,57.262,0.182
1733510155941,-0.765,0.005,0.499,0.091,-0.149,0.003,57.262,0.184
1733510155941,-0.767,0.005,0.499,0.091,-0.149,0.003,57.262,0.184
1733510155941,-0.767,0.005,0.499,0.091,-0.149,0.003,57.262,0.184
1733510155941,-0.767,0.005,0.494,0.091,-0.149,0.003,57.262,0.184
1733510155942,-0.767,0.005,0.494,-0.597,-0.149,0.003,57.262,0.184
1733510155942,-0.767,0.005,0.494,-0.597,0.91,0.003,57.262,0.184
1733510155942,-0.767,0.005,0.494,-0.597,0.91,-0.197,57.262,0.184
1733510155958,-0.767,0.005,0.494,-0.597,0.91,-0.197,57.312,0.184
1733510155959,-0.767,0.005,0.494,-0.597,0.91,-0.197,57.312,0.17
1733510155967,-0.769,0.005,0.494,-0.597,0.91,-0.197,57.312,0.17
1733510155990,-0.765,0.006,0.488,-0.322,0.284,-0.091,57.31,0.181
1733510155991,-0.765,0.006,0.494,-0.322,0.284,-0.091,57.31,0.181
1733510155992,-0.765,0.006,0.494,0.503,0.284,-0.091,57.31,0.181
1733510155992,-0.765,0.006,0.494,0.503,-0.998,-0.091,57.31,0.181
1733510155993,-0.765,0.006,0.494,0.503,-0.998,0.2,57.31,0.181
1733510156009,-0.765,0.006,0.494,0.503,-0.998,0.2,57.267,0.181
1733510156010,-0.765,0.006,0.494,0.503,-0.998,0.2,57.267,0.22
1733510156012,-0.768,0.006,0.494,0.503,-0.998,0.2,57.267,0.22
1733510156013,-0.768,0.008,0.494,0.503,-0.998,0.2,57.267,0.22
1733510156014,-0.768,0.008,0.498,0.503,-0.998,0.2,57.267,0.22
1733510156014,-0.768,0.008,0.498,0.09,-0.998,0.2,57.267,0.22
1733510156015,-0.768,0.008,0.498,0.09,-0.097,0.2,57.267,0.22
1733510156015,-0.768,0.008,0.498,0.09,-0.097,0.123,57.267,0.22
1733510156036,-0.768,0.008,0.498,0.09,-0.097,0.123,57.274,0.22
1733510156036,-0.768,0.008,0.498,0.09,-0.097,0.123,57.274,0.212
1733510156040,-0.769,0.008,0.498,0.09,-0.097,0.123,57.274,0.212
1733510156040,-0.769,0.001,0.498,0.09,-0.097,0.123,57.274,0.212
1733510156041,-0.769,0.001,0.493,0.09,-0.097,0.123,57.274,0.212
1733510156041,-0.769,0.001,0.493,-0.461,-0.097,0.123,57.274,0.212
1733510156042,-0.769,0.001,0.493,-0.461,1.033,0.123,57.274,0.212
1733510156042,-0.769,0.001,0.493,-0.461,1.033,-0.153,57.274,0.212
1733510156065,-0.769,0.001,0.493,-0.461,1.033,-0.153,57.324,0.212
1733510156065,-0.769,0.001,0.493,-0.461,1.033,-0.153,57.324,0.191
1733510156066,-0.768,0.001,0.493,-0.461,1.033,-0.153,57.324,0.191
1733510156066,-0.768,0.004,0.493,-0.461,1.033,-0.153,57.324,0.191
1733510156066,-0.768,0.004,0.487,-0.461,1.033,-0.153,57.324,0.191
1733510156066,-0.768,0.004,0.487,0.209,1.033,-0.153,57.324,0.191
1733510156067,-0.768,0.004,0.487,0.209,-0.368,-0.153,57.324,0.191
1733510156067,-0.768,0.004,0.487,0.209,-0.368,0.106,57.324,0.191
1733510156095,-0.768,0.004,0.487,0.209,-0.368,0.106,57.311,0.191
1733510156095,-0.768,0.004,0.487,0.209,-0.368,0.106,57.311,0.214
1733510156096,-0.766,0.004,0.487,0.209,-0.368,0.106,57.311,0.214
1733510156096,-0.766,0.005,0.487,0.209,-0.368,0.106,57.311,0.214
1733510156096,-0.766,0.005,0.495,0.209,-0.368,0.106,57.311,0.214
1733510156097,-0.766,0.005,0.495,0.472,-0.368,0.106,57.311,0.214
1733510156097,-0.766,0.005,0.495,0.472,-0.907,0.106,57.311,0.214
1733510156097,-0.766,0.005,0.495,0.472,-0.907,0.184,57.311,0.214
1733510156109,-0.766,0.005,0.495,0.472,-0.907,0.184,57.258,0.214
1733510156109,-0.766,0.005,0.495,0.472,-0.907,0.184,57.258,0.23
1733510156114,-0.766,0.005,0.495,0.472,-0.907,0.184,57.258,0.23
1733510156115,-0.766,0.005,0.495,0.472,-0.907,0.184,57.258,0.23
1733510156115,-0.766,0.005,0.5,0.472,-0.907,0.184,57.258,0.23
1733510156116,-0.766,0.005,0.5,-0.261,-0.907,0.184,57.258,0.23
1733510156116,-0.766,0.005,0.5,-0.261,0.422,0.184,57.258,0.23
1733510156116,-0.766,0.005,0.5,-0.261,0.422,-0.136,57.258,0.23
1733510156136,-0.766,0.005,0.5,-0.261,0.422,-0.136,57.277,0.23
1733510156137,-0.766,0.005,0.5,-0.261,0.422,-0.136,57.277,0.218
1733510156138,-0.768,0.005,0.5,-0.261,0.422,-0.136,57.277,0.218
1733510156138,-0.768,0.001,0.5,-0.261,0.422,-0.136,57.277,0.218
1733510156138,-0.768,0.001,0.488,-0.261,0.422,-0.136,57.277,0.218
1733510156139,-0.768,0.001,0.488,-0.597,0.422,-0.136,57.277,0.218
1733510156141,-0.768,0.001,0.488,-0.597,1.017,-0.136,57.277,0.218
1733510156142,-0.768,0.001,0.488,-0.597,1.017,-0.213,57.277,0.218
1733510156160,-0.768,0.001,0.488,-0.597,1.017,-0.213,57.321,0.218
1733510156161,-0.768,0.001,0.488,-0.597,1.017,-0.213,57.321,0.201
1733510156162,-0.769,0.001,0.488,-0.597,1.017,-0.213,57.321,0.201
1733510156163,-0.769,-0.001,0.488,-0.597,1.017,-0.213,57.321,0.201
1733510156164,-0.769,-0.001,0.488,-0.597,1.017,-0.213,57.321,0.201
1733510156164,-0.769,-0.001,0.488,0.319,1.017,-0.213,57.321,0.201
1733510156164,-0.769,-0.001,0.488,0.319,-0.555,-0.213,57.321,0.201
1733510156165,-0.769,-0.001,0.488,0.319,-0.555,0.184,57.321,0.201
1733510156184,-0.769,-0.001,0.488,0.319,-0.555,0.184,57.269,0.201
1733510156184,-0.769,-0.001,0.488,0.319,-0.555,0.184,57.269,0.217
1733510156190,-0.767,-0.001,0.488,0.319,-0.555,0.184,57.269,0.217
1733510156191,-0.767,0.006,0.488,0.319,-0.555,0.184,57.269,0.217
1733510156192,-0.767,0.006,0.498,0.319,-0.555,0.184,57.269,0.217
1733510156192,-0.767,0.006,0.498,0.093,-0.555,0.184,57.269,0.217
1733510156192,-0.767,0.006,0.498,0.093,-0.378,0.184,57.269,0.217
1733510156193,-0.767,0.006,0.498,0.093,-0.378,0.094,57.269,0.217
1733510156219,-0.767,0.006,0.498,0.093,-0.378,0.094,57.252,0.217
1733510156219,-0.767,0.006,0.498,0.093,-0.378,0.094,57.252,0.236
1733510156220,-0.767,0.006,0.498,0.093,-0.378,0.094,57.252,0.236
1733510156220,-0.767,0.003,0.498,0.093,-0.378,0.094,57.252,0.236
1733510156220,-0.767,0.003,0.495,0.093,-0.378,0.094,57.252,0.236
1733510156220,-0.767,0.003,0.495,-0.428,-0.378,0.094,57.252,0.236
1733510156220,-0.767,0.003,0.495,-0.428,0.969,0.094,57.252,0.236
1733510156220,-0.767,0.003,0.495,-0.428,0.969,-0.273,57.252,0.236
1733510156238,-0.767,0.003,0.495,-0.428,0.969,-0.273,57.297,0.236
1733510156238,-0.767,0.003,0.495,-0.428,0.969,-0.273,57.297,0.199
1733510156239,-0.771,0.003,0.495,-0.428,0.969,-0.273,57.297,0.199
1733510156263,-0.77,0.004,0.487,-0.2,0.177,-0.029,57.332,0.193
1733510156263,-0.77,0.004,0.489,-0.2,0.177,-0.029,57.332,0.193
1733510156263,-0.77,0.004,0.489,0.396,0.177,-0.029,57.332,0.193
1733510156263,-0.77,0.004,0.489,0.396,-1.029,-0.029,57.332,0.193
1733510156264,-0.77,0.004,0.489,0.396,-1.029,0.245,57.332,0.193
1733510156284,-0.77,0.004,0.489,0.396,-1.029,0.245,57.287,0.193
1733510156285,-0.77,0.004,0.489,0.396,-1.029,0.245,57.287,0.21
1733510156287,-0.766,0.004,0.489,0.396,-1.029,0.245,57.287,0.21
1733510156288,-0.766,0.003,0.489,0.396,-1.029,0.245,57.287,0.21
1733510156288,-0.766,0.003,0.494,0.396,-1.029,0.245,57.287,0.21
1733510156289,-0.766,0.003,0.494,0.09,-1.029,0.245,57.287,0.21
1733510156289,-0.766,0.003,0.494,0.09,-0.22,0.245,57.287,0.21
1733510156289,-0.766,0.003,0.494,0.09,-0.22,0.047,57.287,0.21
1733510156309,-0.766,0.003,0.494,0.09,-0.22,0.047,57.271,0.21
1733510156309,-0.766,0.003,0.494,0.09,-0.22,0.047,57.271,0.204
1733510156313,-0.768,0.003,0.494,0.09,-0.22,0.047,57.271,0.204
1733510156313,-0.768,0.003,0.494,0.09,-0.22,0.047,57.271,0.204
1733510156313,-0.768,0.003,0.496,0.09,-0.22,0.047,57.271,0.204
1733510156314,-0.768,0.003,0.496,-0.505,-0.22,0.047,57.271,0.204
1733510156314,-0.768,0.003,0.496,-0.505,0.925,0.047,57.271,0.204
1733510156314,-0.768,0.003,0.496,-0.505,0.925,-0.091,57.271,0.204
1733510156344,-0.768,0.003,0.496,-0.505,0.925,-0.091,57.313,0.204
1733510156344,-0.768,0.003,0.496,-0.505,0.925,-0.091,57.313,0.183
1733510156345,-0.769,0.003,0.496,-0.505,0.925,-0.091,57.313,0.183
1733510156363,-0.768,0.003,0.486,-0.139,0.055,0.047,57.307,0.177
1733510156364,-0.768,0.003,0.494,-0.139,0.055,0.047,57.307,0.177
1733510156365,-0.768,0.003,0.494,0.38,0.055,0.047,57.307,0.177
1733510156365,-0.768,0.003,0.494,0.38,-0.861,0.047,57.307,0.177
1733510156365,-0.768,0.003,0.494,0.38,-0.861,0.138,57.307,0.177
1733510156389,-0.768,0.003,0.494,0.38,-0.861,0.138,57.267,0.177
1733510156390,-0.768,0.003,0.494,0.38,-0.861,0.138,57.267,0.189
1733510156392,-0.766,0.003,0.494,0.38,-0.861,0.138,57.267,0.189
1733510156392,-0.766,0.003,0.494,0.38,-0.861,0.138,57.267,0.189
1733510156393,-0.766,0.003,0.496,0.38,-0.861,0.138,57.267,0.189
1733510156393,-0.766,0.003,0.496,-0.169,-0.861,0.138,57.267,0.189
1733510156393,-0.766,0.003,0.496,-0.169,0.559,0.138,57.267,0.189
